ID,News_title,News_headline,Category
12651,Why India's humiliating loss to Australia is not a big deal,We are an unforgiving nation as cricket watchers.,sports
12652,"How Turkey risks becoming a dictatorial, rogue and failed state",EU and US cannot be expected to anger the Erdogan's government by interfering in its internal affairs.,politics
12653,"New Moods Condoms ad: Congratulations, Team India. You nailed it!","A losing cricket team and a ""nailed"" woman? Drawing parallels between the two? Is this is the cool, empowered world view?",sports
12654,States need to be afraid of Modi's Land Acquisition Bill,"As land is a state subject, states had gradually started convincing farmers on land acquisition and balancing the concern of industries.",politics
12655,'Tripathi bach jayega!' Decoding Pankaj Tripathi and why India's drooling over this middle-aged guy,Shah Rukh Khan and Nawazuddin Siddiqui are passé. There’s a new heartthrob on the bloc.,Arts
12656,India's photoshopped politics sells false dreams,Media has become part of a 'perception industry' while scope and cultural space for real debates have shrunk.,politics
12657,Corporate espionage: How government can do a Swachh Bharat,"The recent arrests are just a tip of the iceberg and this ""information providing and access to government"" business is a huge thriving business.",politics
12658,Christmas Homecoming: Conversion is a tool to fool people into believing  something will change,"People should be free to choose their religion, but will they also get the bonus of selecting their caste?",politics
12659,Why our banks are not being honest about ATM fraud,"What else can we expect when in India, they have no obligation to report data breaches or hacking incidents.",business
12660,People can't seem to get enough of this Tiger Shroff photo,This is gold.,humour
12661,Russia should be grateful for Mr Modi's visit,India's growing strength will benefit Moscow when it experiences the unbearable pressure of Chinese expansion in Central Asia.,politics
12662,Why Omerta should be remembered as a classic example of film editing,Aditya Warrior weaves the highlights of Saeed's deadly career with personal vignettes from his life.,Arts
12663,Modi avatar: Digging out the black money,Our cartoonist sketches the landscape of Indian politics with his wicked pen.,politics
12664,Why Sourav Ganguly should replace BCCI top brass,Dada is being touted as a favourite in the administration panel to be appointed by the Lodha committee.,sports
12665,Pakistan doesn't care violence against women is spiralling out of control,State inaction amounts to endorsement of dastardly acts in the name of honour.,politics
12666,Why statehood demand for North Karnataka won’t gather steam,"The state has seen lopsided development, with the South faring better.",politics
12667,10 leaders who must leave their parties ahead of Lok Sabha Elections 2019,"All characters in this narrative are fictitious. Any resemblance with any living, dead (or in-between) person is purely coincidental.",humour
12668,"With aggressive inflation targeting, Modi has snubbed Sangh Parivar",The prime minister is well aware of the political risks of price rise.,business
12669,Why Maharashtra's youth broke the law to celebrate Dahi handi,The govindas are more than willing to sell their support to whichever political party pays them well.,politics
12670,"Google, Facebook reading your emails? Here's how you can stop them",Users can easily prevent marketers and software developers unwanted access to their personal data and emails.,tech
12671,Fodder scam worse than 2002 riots? In defence of Lalu Yadav,Things have changed in Bihar as well as India. We can't look at him from the same prism.,politics
12672,Times they're a changin' for Left in Bengal,Reaching out to the masses in a language that is easier to understand is the way forward for the party.,politics
12673,Why TRAI slapping operators with token fines will do little to improve poor state of telecom services,"Bharti Airtel, Reliance Jio, Vodafone and Idea have been fined for poor telecom services. But is it enough?",tech
12674,Rahul Gandhi's Wayanad Poll: Why a closer look at some Muslim factions in the area is an imperative,"A closer look at the DNA of Islamist groups based in Wayanad, some of which are supporting Rahul Gandhi's candidature.",politics
12675,"If you have iPhone 7 or Pixel, you don't need DSLR","The camera in future will be bought only by professionals or those who shoot wildlife, sports and birds.",tech
12676,"Thank you Modi, for returning yoga to India","Armed with the selfie and yoga, you have brought about revolutionary changes in the very hearts and minds of Indians.",humour
12677,"At PLA's 90th anniversary, China shows off its war machine in grand military parade","For Xi Jinping, the parade was also an opportunity to showcase his reforms of the military.",politics
12678,Data proves RSS fearmongering on Muslim population is a big fat lie,"Even if both the communities grew at 2011 rates, it would take 270-odd years for the number of Muslims to be equal to that of Hindus.",politics
12679,Why is Congress cutting Prashant Kishor's UP budget?,Notes from the ground suggest Chanakya's bills have been slashed.,politics
12680,Why saying 'I am a Hindu' should be respected,"Clearly, there has been a long history of maligning dharma that continues worldwide today.",politics
12681,Darjeeling crisis: How Gorkhaland promise has come back to haunt Mamata Banerjee,Understanding the crisis in North Bengal.,politics
12682,Apple losing headphone jack on iPhones is not all that bad,Let’s trust the maker of our favourite gadgets.,tech
12683,Delhi's odd-even formula is a necessary war on auto industry,All the policies and investments till now have been directed towards ensuring more cars on roads.,politics
12684,Trump's 'Make America great again' is a crude 'Make America hate again',And the US President-elect doesn't get that.,politics
12685,How we can take science to more people,Can shopping malls be also used to promote science by researchers who work with societal problems?,tech
12686,Dropping Punjab from Udta Punjab exposes government's worst fears,The simple truth is that the film is being censored as it doesn't suit the ruling party and its allies.,politics
12687,Is IIT-Madras justified to ban student group for criticising Modi?,The institution is under scrutiny for taking action on Ambedkar-Periyar Study Circle after receiving a complaint.,politics
12688,Sanghi shortcut to fame: Say something stupid,Sadhvi Prachi is killing it. She has now asked Hindus to not watch films starring the Khans of Bollywood.,humour
12689,The slow trickle of scientists returning to India to make a change,Devising schemes to attract non-resident Indian scientists to return and work in India appears to be a favourite pastime of successive governments.,tech
12690,"For Arvind Kejriwal, Delhi is still far away",Opinion poll reveals how the Delhi chief minister has delivered on his poll promises in 100 days of governance.,politics
12691,"50 years of Naxalite movement: What happened at Naxalbari on May 25, 1967?","While Jyoti Basu sat helpless in Kolkata, the village was flooded by other ministers from the communist party.",politics
12692,Android One is good for the smartphone ecosystem,Now low-cost smartphones will be using Google certified components offering reliable hardware.,tech
12693,Modi's harebrained loan waiver plan will leave UP farmers in ruin,Such band-aids in the past have crippled Indian farming and helped governments avoid uncomfortable reforms.,politics
12694,"Before BJP releases manifesto, Kiran Bedi tweets ten ways she can change Delhi","A week before Delhi elections, #Kiransblueprint reveals Delhi BJP CM candidate's priorities.",politics
12695,"The trains ran on time, the press crawled: An Emergency lesson was that Indians are not obsessed with political freedom",We romanticised the 1977 election ending Mrs Gandhi's rule. Sterilisation and the Opposition's imprisonment showed the Gandhis to be amateurs. Anyone could learn from their mistakes today.,politics
12696,"China’s chilling debt trap for Pakistan: How everything China invests goes back to it, along with a lot more","Chinese investors borrow from China’s national banks to fund projects in Pakistan. Raw material, labour comes from China. Pakistan finally foots the bill.",politics
12697,World Cup 2015: New Zealand beats South Africa to enter finals. Twitter response hilarious,New Zealand won by four wickets in the semifinal of the ICC Cricket World Cup played at Eden Park in Auckland.,sports
12698,How Congress is a victim of Rahul Gandhi's immaturity,The speech Congress president delivered during the no-confidence motion was a complete dampener.,politics
12699,How Abdul Kalam charmed China,"The former Indian president said his mission was to guide and mentor the young, no matter in which country they were.",politics
12700,Indian athletes who'll make the nation proud this Olympics,Hopes are running high with the sports minister asserting that the country's medal tally four years ago could be doubled.,sports
12701,Why China should not have backed Pakistan on Lakhvi,"Beijing had blocked India's attempt at the UN to embarrass Islamabad over the release of the 26/11 Mumbai attack mastermind, but it is not surprising.",politics
12702,"Kashmir has survived four months of curfew, who cares about demonetisation?","Cash or no cash, normalcy or no normalcy, we know how to help each other out, live and resist.",politics
12703,"Why BMC, Zilla Parishad polls have turned into one big dynastic joke in Maharashtra",The rules of the game change when it's your family.,politics
12704,It's time to wake up to Kashmir's grim reality,The sense of alienation that runs deep in the Valley is a sentiment that we can no longer ignore or wish away by closing our collective eyes.,politics
12705,'Can you tell my parents I let them down? I'm going to die',Fifteen people commit suicide every hour in India and yet we don't have a proper conversation about it.,politics
12706,Boris Johnson is no fool: Don't underestimate a shrewd politician who relentlessly planned becoming Britain's PM,"Boris Johnson declares he will follow in the example of his hero, Britain's war-time PM Winston Churchill. He will first need to fight serious political battles though.",politics
12707,Will BJP and Shiv Sena join hands for 2019 Lok Sabha polls?,"Wounded by the BJP’s raw deal, Uddhav Thackeray looks determined to go solo in the election.",politics
12708,"Why the US, worried about China's increasing power in Asia-Pacific, is looking towards India",Our challenge is to accept the US embrace but not be smothered by it.,politics
12709,"Nawaz Sharif, please look within Pakistan before talking about Kashmir","The Pakistani PM seems to have forgotten about PoK, Balochistan and Gilgit-Baltistan.",politics
12710,Turkish president Erdogan's policy of castrating media alarming,"With government's takeover of Feza Media Group, citizens will now be fed only those news that the ruling party wants them to know.",politics
12711,Modi sarkar's e-market initiative a game changer for farm sector,The National Agriculture Market makes for good policymaking at a time when farming in India is facing distress.,politics
12712,Why Prime Minister Modi's talk of climate change in Davos was hogwash,"Sustainable lifestyles make for great soft power sell, but not when you are the world's second-largest coal consumer and third-largest emitter.",politics
12713,Why Subramanian Swamy doesn't deserve to be JNU vice-chancellor,Former Union minister is a political hypocrite who sometimes simultaneously espouse Hindutva chauvinism and minority politics.,politics
12714,Warning: Watching news can be injurious to your health,"Having been an insider, a resident in the world of journalism for many years, it is surreal to watch the steady demise of the fourth pillar of our democracy.",politics
12715,"Modi 2.0 Budget is high on hope, less on specifics","A classic case of having fingers in too many pies, despite the boost for electric vehicles and startups, the Budget failed to enthuse the stock markets",politics
12716,Ram Rahim guilty of rape: Haryana is burning because CM ML Khattar learnt nothing from Jat quota violence,No decisive steps were taken to prevent Dera followers from turning into mobs.,politics
12717,"Sakshi Maharaj is not a lone lunatic, after all Sangh and Modi both agree with him","Just as there are no good Taliban, there is no such thing as a moderate Hindutva.",politics
12718,Pseudo secular India: The only country in the world with 'super minorities',"Contrast this with Pakistan, where Hindus and Christians have been decimated on a regular basis.",politics
12719,Secular parties need to get together to defeat BJP at its own game,"Those who don't swim together, sink together.",politics
12720,What does Union Budget 2018 hold for the youth?,"Phones, education, income tax and cryptocurrency — something for everyone.",business
12721,Why secular Mamata finally woke up to Ram Navami,She is convinced that the BJP has no patent on Lord Ram.,politics
12722,"Can you just be an 'Indian' for once, Mr Owaisi?","Please, in the name of all gods, let religion not terrorise our homes.",politics
12723,Readers tell us whether men should also fast during Karva Chauth,'Stupidity. Bollywood films propagate this superstition for consumer market and pseudo morality'.,politics
12724,Beware: Facebook pages for Indian paedophiles found,Avoid posting pictures of young ones on social media. There are people who are out to misuse them.,politics
12725,7 reasons Amma loyalist Edappadi Palanisamy is a safe bet for Tamil Nadu,He is seen as the most probable bet for the CM post because of his performance in the Jayalalithaa cabinet and presence at the grassroots level.,politics
12726,SC raps Rahul: Why the ‘Chowkidar Chor Hai’ jibe shows Rahul Gandhi's fatigue and the Congress' fear of loss,"With NYAY failing to gather steam, the Rafale accusations not denting Modi’s image and the ire of the apex court now, Rahul Gandhi’s desperation is clear.",politics
12727,How Sholay inspired Sehwag's big hitting,"Thanks for the ride, Viru Da!",humour
12728,5 reasons why Perumal Murugan must be read,"If you believe in freedom of expression, this should be reason enough to read ""One Part Woman"" as soon as you possibly can.",politics
12729,Why Bollywood is guilty of normalising crimes and glorifying criminals,"The film industry is one large family that looks after its own, much like a traditional joint family with too many skeletons in the closet.",politics
12730,Manipur ambush: Why Indian Army is to blame for losing 18 soldiers,It is evident that the attacked army convoy did not adhere to standard operating procedure while on movement.,politics
12731,"Real ghar wapsi: Chandrababu Naidu becomes a Sakshi Maharaj, baby hit me one more time",Our cartoonist sketches the landscape of Indian politics with his wicked pen.,humour
12732,Chhattisgarh exit polls predict Congress win: Factors that may have cost BJP dear,The India Today-My Axis India exit poll says BJP will win only 21-31 of the state’s 90 seats.,politics
12733,BJP's dangerous liaison in J&K,Will the RSS be able to look the Jammu voter in the eye in whose name the BJP seeks to share power with the PDP?,politics
12734,#GermanWingsCrash: My name is Lubitz and I am not a terrorist,Media's blatant biases have led many to ask why Alps crash pilot isn't branded a terrorist. Probably because he was not one.,politics
12735,Best Android smartphones for gaming,Here's our pick of the best smartphones for playing heavy duty games.,tech
12736,"Good riddance to Mehbooba Mufti. Now, BJP-PDP divorce has raised hope in Kashmir","Focused on the 2019 general elections, BJP has finally sacrificed the grand alliance.",politics
12737,Sonia Gandhi writing to PM Modi spells out bipartisan support for passing Women's Reservation Bill,"Political buzz notwithstanding, 20 years have already been wasted by not seeing this crucial legislation through in Lok Sabha.",politics
12738,Why Congress is wrong to make Yakub hanging about Indian Muslims,These kind of statements tend to make matters worse because they feed into the very sentiment the puppet masters exploit.,politics
12739,5 Android secrets every user must know,Tricks and tips to make using Google's mobile OS easier,tech
12740,Trouble in NDA paradise: Why BJP and its allies are not getting along,The alliance is fragmented and stands weakened.,politics
12741,Why the world is not yet prepared for Rakhi Sawant’s wedding,This match is made somewhere between heaven and Los Angeles.,humour
12742,Budget 2015: Cheat sheet for Modi-Jaitley to revive Indian economy,The Modi-Jaitley team has to deliver a Budget that gives an impetus to investment and growth.,politics
12743,One year of Modi as PM: Did the foreign trips help?,"34 cities, 19 countries, five multilateral summits in 365 days - find out if the prime minister has been able to generate enough goodwill for India.",politics
12744,"Trump, trumpet and trade: The worries of deglobalisation",The pressures of a competitive international environment cannot be evaded by raising barriers.,politics
12745,BCCI vs Lodha panel: What this big match means for the future of Indian cricket,SC to BCCI: 'Will you implement the Lodha Committee recommendations or not?',politics
12746,Why now is the best time for Pakistan to free Kulbhushan Jadhav,It would be an extraordinary gesture and possibly a game changer for peace for two hostile neighbours.,politics
12747,What made Modi's man Arvind Panagariya quit NITI Aayog,Do bright minds lack the courage to shine in the unlit alleys of governance?,politics
12748,Rajdeep Sardesai writes an open letter to Aaditya Thackeray,Senior journalist on why he is angry with the Shiv Sena.,politics
12749,Subramanian vs Subramanian: BJP will find it hard to rein in Swamy,Could the Rajya Sabha MP's 'fixation with Arun Jaitley' be behind the controversial tweets against the chief economic adviser?,politics
12750,2019: A turbulent and eventful year for Indo-China relations,"Even as China speaks of ‘early harvest’ in border negotiations, existing Confidence Building Measures need to be improved in 2020 for a good crop to both the countries.",politics
12751,Madhya Pradesh Assembly polls: How a new tribal group is forcing the BJP and Congress to rework their strategy,Jai Adivasi Yuva Shakti shot to popularity by questioning what mainstream parties like BJP and Congress have done for tribals.,politics
12752,"Brexit supporters to Trump, exploitation of our fear of the 'other'",These leaders give anxiety a target.,politics
12753,Parliamentary disruption over demonetisation is a waste of tax payer’s money,Our parliamentarians have wasted our hard earned money and continue to fail the parliamentary democracy.,politics
12754,Why IPL 2018 final telecast in 8 languages and women's exhibition game are steps in the right direction,The exhibition game could be a stepping stone towards a full-fledged women's IPL some years down the line.,sports
12755,"Section 66A gone, now what about Section 377?","Denying gays rights seems to go beyond the spirit of the Constitution in a way that is as urgent as, if not more than, the denial of freedom of speech.",politics
12756,"Can Modi make India, China friends again?","The prime minister must highlight our core concerns, particularly those pertaining to territorial sovereignty.",politics
12757,Why is Amit Shah talking about Rohingya Muslims and Kashmir in Gujarat - what happened to 'vikas'?,Leaders from both BJP and Congress have taken the focus away from core issues like water and agrarian crises.,politics
12758,"Who Killed Shastri, all over again? Critics refusing to review Vivek Agnihotri’s 'The Tashkent Files' must disclose their real reasons","Critics refusing to review a film, calling it 'propaganda' and boycotting it, evokes a bunch of people refusing to do their job. Or to do it with complete honesty.",Arts
12759,Madhya Pradesh election results: Gimmicks political parties are trying ahead of elections,"From gaushalas to wooing Computer Baba, there is nothing Madhya Pradesh election hasn’t seen.",politics
12760,A to Z of Sonia Gandhi's controversies,"Choppergate aside, Subramanian Swamy has dragged the Congress president’s name into everything, from Bofors to 2G.",politics
12761,HC upholds what many Muslims have been saying: Triple talaq is not legal,But we are still missing the key issues in the reformist discourse on the community's family laws and practices.,politics
12762,How a painting brought Mamata Banerjee and Ram Nath Kovind closer,The West Bengal chief minister had vociferously opposed Kovind's candidature for the president's post.,politics
12763,"How sand mafia is waging a war in Chambal, endangering wildlife",At the root of this is a surge in demand for sand fuelled by real estate boom.,politics
12764,Will bitcoins help Modi government realise its less-cash dream?,"Since the demonetisation drive was announced, the weekly volume of the currency's trading in India has nearly doubled.",politics
12765,Why Sikh issue will be 'high' on Modi's talks with Theresa May during UK visit,"India's ties with the Sikh diaspora are set to sink further and strain its relations with UK, Canada and Australia over 1984.",politics
12766,Why the Kanpur man refused to get off his bike while it was being towed,Just another day in Uttar Pradesh? Just another day in Uttar Pradesh.,humour
12767,Supreme Court ruling will wipe elections of communalism,"The apex court did well to acknowledge and factor in how fast hate speech travels in today’s world, and swings votes.",politics
12768,"Chomsky, Pamuk, Mira Nair see Emergency echoed in #ShutDownJNU","We, the undersigned, take a stand of heartfelt solidarity with the students and faculty of Jawaharlal Nehru University.",politics
12769,Why Bollywood is wary of tackling 'alternate history',The genre has strangely been ignored by storytellers in India.,Arts
12770,"In 1984, Subhash Nagar protected Sikhs; in 2016, it left a man to die",What we're seeing today is a dreadful selfie of this digital age.,politics
12771,How two tragedies of December 16 tie Pakistan and India together,Perfect tribute to Nirbhaya and Peshwar victims would be when the two nations end terrorism and violence against women.,politics
12772,"India vs Pakistan Meme Match: As India-Pak battle on the pitch, social media sees a furious clash. Guess who's winning?",Pakistan’s meme game is just as bad as their fielding.,sports
12773,How states ranked on the performance barometer,"India Today Group Editor-in-Chief talks about the winners and the wannabes among 28 states that ran for honours on 12 key development parameters, in the December 2 edition of the India Today Magazine.",politics
12774,Are there eight planets or nine?,"The answer just may be the latter. But if not Pluto, then who?",tech
12775,Mehbooba can't set Kashmir on fire and evade crisis: Omar Abdullah,'You enjoyed the trappings of office and chose to become CM when things were peaceful. We will not allow you to escape your responsibility.',politics
12776,"Rohith's family calls you a liar, Smriti Irani. Stop mocking Parliament",I will not be surprised if you now claim that Vemulas were 'politically influenced'.,politics
12777,"Yuvi back in T20, Raina out of ODI: Team India selection is odd",The national cricket selectors seem to have deliberated a lot that the result is somewhat confusing.,sports
12778,Demonetisation is good for the country: Chandrababu Naidu at #SouthConclave17,The original ‘CEO-politician’ and Andhra Pradesh CM said digital currency is the way ahead at India Today’s #SouthConclave17.,politics
12779,15 things you didn't know about Jayalalithaa,The iconic chief minister of Tamil Nadu remains critical and on life support.,politics
12780,JNU row lays bare the ugly truth of ultra-nationalism,What is worrisome is the mass appeal that the authoritarian policies of the state have started garnering.,politics
12781,Every day is a new negotiation: Demonetisation is a cruel joke on India,It has extended that to the daily lives of citizens in an unnecessary and undeclared emergency.,politics
12782,"Sardar Patel wanted the whole of Kashmir, even if it meant war","Particularly significant are his views on Communists, Muslims and the conversion of Hindus as chronicled by his daughter.",politics
12783,"By getting Raghuram Rajan out, Modi may have won, but India has lost",The RBI governor's exit will create discomfort among the few talented people in this regime.,politics
12784,How AAP has shown that BJP has neither issues nor a face to fight Delhi elections,"AAP's silence on the Citizenship Amendment Act has come in for criticism, but has surely helped the party corner BJP.",politics
12785,Super 30 founder on why opening more IITs won't help,The challenge for the higher education system is to make it inclusive and accessible to everyone without relaxing the quality of education.,politics
12786,Is Sasikala the next Tamil Nadu CM?,Paneerselvam was sworn in as chief minister of the state but the real power rest with Sasikala.,politics
12787,Why ultimately Lalit Modi will be nailed for taking on BCCI,"Unfortunately for the ex-IPL tsar, the political class will stay united against him.",politics
12788,Modi deserves to be hailed for gifting India a bold foreign policy in 2016,The PM has gradually but decisively shifted Indian foreign policy in directions which few would have dared try before.,politics
12789,Why Sachin Pilot is emerging as a major force in Rajasthan politics,The state Congress chief was recently seen driving a motorcycle with former CM Ashok Gehlot riding pillion.,politics
12790,"US speaks out against Xi Jinping's OBOR, but is India ready to face China?",The Baloch people – the modern-day David – are fighting a lonely battle against two Goliaths.,politics
12791,Dalit anger is not new. India keeps caste alive and kicking,We should give up our false pretences and get real.,politics
12792,Coronavirus: Why is the Jammu & Kashmir government defying Modi's mantra?,Kashmir is not a normal region and coronavirus is no joke.,politics
12793,How Dhoni got cornered by Kohli and boys,Is the pressure of leading a side which has tasted a new brand of cricket under Kohli finally starting to haunt the man with the Midas touch?,sports
12794,Om 'Namo' Shivay: When Advaniji visited a tantrik...,Everything hurts.,humour
12795,What India must learn from America on intra-party democracy,"Political parties like Congress, Shiv Sena, SP are controlled by families whereas BJP's remote control rests with RSS.",politics
12796,Will Smriti Irani put the epic battle of Rezang La in school textbooks?,HRD minister reacted to a tweet of mine on 52nd anniversary of Rezang La Day saying the suggestion will be sent to the department concerned for a decision. The Army reacted positively thanking the minister and promised all help with information.,politics
12797,"Neither Nehru, nor himself, nor any one party – Atal Bihari Vajpayee put India first","The former Prime Minister was truly a Bharat Ratna for he emphasised Bharat was above personal, political or petty differences. The story of India was for everyone. And he wrote many of its best lines.",politics
12798,Was Gumnami Baba just a Netaji impostor?,The Allahabad HC had suggested in 2013 that an inquiry be carried out to ascertain the identity of 'Bhagwanji'.,politics
12799,"There is a simple solution to India-China Sikkim standoff, but it’s not easy",It is possibly the only answer to save egos and restore peace.,politics
12800,BJP is wasting time over Rahul Gandhi's passport,"Subramanian Swamy's gamble, which is likely to be a bad one, is unlikely to lend much heft to BJP.",politics
12801,Samsung Galaxy M20: Can the Exynos 7904 be the game changer?,"Despite not being the most powerful chipset in the segment, the Exynos 7904 SoC is definitely a step in the right direction.",tech
12802,Why Kazuo Ishiguro deserves Nobel Prize in Literature,No other writer has done so much with so little by way of conventional authorial pyrotechnics.,Arts
12803,You don't drink dog's milk: Why eat beef?,'Intellectuals' are just trying to provoke people with their so-called 'protest'.,politics
12804,Why row over Rahul Gandhi's 'Muslim party' remark has potential of affecting 2019 Lok Sabha polls,"It is very well to talk about Muslim plight, issue tweets and statements, but it takes guts and a lot of moral courage to fight communal forces on the ground.",politics
12805,Priyanka Gandhi's focus should be Varanasi. Not Robert Vadra,The BJP has shrewdly moved beyond its own Mandir rhetoric. Priyanka must find a larger vocabulary than just talking about the victimisation of her family.,politics
12806,Why Melania looked that way when Modi hugged Trump the second time,I can bet the First Lady prays for a fairy godmother every night.,humour
12807,"Don't ban beef in my name, please",A Twitter rant following the clearance of Maharashtra Animal Preservation (Amendment) Bill.,politics
12808,Simple questions for PM Modi,It would take five minutes and would reassure a billion people.,politics
12809,Punjab: Drugs giving Shiromani Akali Dal a bad name,Fresh allegations on Bikram Singh Majithia have encouraged the opposition Congress to demand his removal from the cabinet.,politics
12810,Union Budget 2019: Nirmala Sitharaman sets the pitch for transformative inclusive growth,Huge outlays for infrastructure development and power generation as well as public-private partnership in railways will help India's overall growth.,politics
12811,What Modi-Abe's historic nuke deal will do for India,The PM's strategists are seeking the alchemy of geo-economics with geo-politics.,politics
12812,What to expect from Modi's visit to China,"Increasing bilateral trade and investment, with focus on reducing India’s trade deficit, should be a priority.",politics
12813,Gauahar Khan is a slap in the face of Gauhar Khan,"The actress didn’t deserve to be slapped for that short dress. But for ruining the spelling of Gauhar, a beautiful word.",humour
12814,Will our Red Fort be called The Dalmia Bharat Red Fort?,"To clear prevailing confusion, the corporate group will not be doing any conservation work.",politics
12815,It's a shame ancient Indian science isn't being taught to children,"There were many sciences based on fundamental principles and empirical observations, and without any mention of gods.",politics
12816,Why Punjab is out wooing Dalit voters already,The community will hold the key to replacing or repeating a government in the state.,politics
12817,"A terrible, horrible, no good, very bad week for Michelle Obama","The contrast with her laughing, dancing visit in 2010 was so stark that one columnist in India even hinted at possible marital discord.",politics
12818,How Arun Jaitley and others have mixed politics with cricket,The scandal in the IPL earlier and the DDCA currently is just the tip of the iceberg.,politics
12819,We're arguing the freedom of speech debate wrong,Those discussing the point of view of Kashmiri separatist sympathisers in JNU had every right to do so.,politics
12820,"Udit Raj: 'BJP is run by two people, the rest are clerks. The party wants slaves. If you raise your voice, you're attacked'","Udit Raj was denied a ticket in the BJP. Soon, he joined the Congress. Raj spoke with Rohit E David on why he left the BJP, joined the Congress and isn't fighting elections there either.",politics
12821,Why I'm haunted by my grandfather's unanswered questions,He told my mother he had received a threat letter from some militants.,politics
12822,"By being dishonest about Zika outbreak, government put India at risk",Good public health management demands transparency at all levels.,tech
12823,How Askok Kumar went from playing lead to father's role and other stories,Filmmakers sometimes have to make last-minute decisions.,Arts
12824,Will Tassaduq’s entry change the future of PDP?,"Mufti Sayeed’s only son, who preferred to stay away from politics, has suddenly become a hot topic in J&K.",politics
12825,How long before we refuse to feed the monster of Islamism?,All the angst after Paris attacks will be meaningless if the apparatus of global jihad is not dismantled thoroughly.,politics
12826,Demonetisation has crippled India's economic dreams,Economists throughout the world virtually warn of a fall in GDP.,business
12827,India doesn't need Universal Basic Income but economic reforms,"UBI can distract us from real policy challenges, and its opportunity costs could be huge",business
12828,"No, Minister, No: What Maneka Gandhi and Amit Shah too must be reminded about the Indian Constitution",Opposition leaders should call out both leaders' statements and reassure anxious voters that it's not so easy to just take away people’s rights.,politics
12829,"Kolkata rally: A statement of intent. But also, a picture of faultlines","With Mayawati's political moves and Mamata's rally, it's clear they're both contenders for the PM's seat. But what about the Congress' Rahul Gandhi?",politics
12830,Mersal: How Tamil superstar Vijay weathered one more storm of controversy,The movie is said to be a take on medical corruption which Tamil Nadu has been witnessing for many years now.,Arts
12831,Why you should buy the Freedom 251,For a very low price you’re getting a full-fledged Android phone with 3G connectivity.,tech
12832,"Power, politics and Priyanka: Decoding the debutant",Priyanka's litmus test would be in whether she can move beyond the optics now and step up the game.,politics
12833,No-Go Zone: Why India-Pakistan religious tourism is a non-starter,"The religious corridors to Kartarpur and now Sharada Peeth being enthusiastically mooted by Pakistan are simply a cynical ploy, which India must beware of.",politics
12834,"Why Sachin, Dravid and Sourav must break their silence on IPL verdict","In order to reform the BCCI and its money-spinning progeny IPL, the nexus between cricket and politics must end.",sports
12835,"Rajdeep Sardesai on Ashutosh, his former colleague",His blog has embarrassed the AAP at a time when it is on the back foot on the sex CD involving its former minister.,politics
12836,When the tide turns: How the political current is gradually favouring Narendra Modi once again,There is a realisation that the BJP may not have brought the promised ‘acche din’ but it has not been ‘burey din’ either.,politics
12837,How Modi has placed his old friends Adani and Torrent on the high table,"An integral part of the PM's business entourage, the two Gujarat industrialists have come a long way since 2003, when they defended Modi against the CII.",politics
12838,New Education Policy is a fascist agenda in disguise,"The policy advises to ban students' associations based on caste, religion or political affiliations from campuses.",politics
12839,Would we ever know the secrets of Proxima Centauri b?,The chances of receiving signals from the planet that would prove the existence of life on it are slim. But they are not entirely unrealistic.,tech
12840,Why China is a challenge India has never seen before,No power before in history has dominated both the hinterland and the sea in our extended region.,politics
12841,"What no one talked of after Congress' wins: The party is back to wooing Brahmins, and stoking caste fears",The self-anointed 'saviour of Dalits' raised reservation and the restoration of the Atrocities Act in its recent campaigns.,politics
12842,Is India unknowingly 'aiding' North Korea's cyber war against the US?,Reports suggest that one-fifth of Pyongyang’s cyber attacks now originate from and are carried out by hackers stationed here.,politics
12843,"Modi's bullet trains are a waste of money, Indian Railways can't afford it","Government hasn't coughed up even a fraction of the Rs 8,00,000 crore outlay required to bring about much-needed modernisation of the dilapidated tracks.",politics
12844,Piggy Chops' Accent,,humour
12845,Did Rahul Gandhi allow Prashant Kishor to turn broker for Congress?,"With anger and confusion prevailing over the strategist's role and mandate, it is time for the party leadership to clear the air.",politics
12846,And Mallika Sherawat is at Cannes again. But why?,Turns out even Google doesn't know!,humour
12847,"AAP Fights Back: Despite the huge BJP win, the Aam Aadmi Party is not letting the opposition die","From booth to booth reviews to offering women free metro and bus rides, here’s how AAP is making Delhi difficult for the BJP to conquer.",politics
12848,Can 'Mother of All Bombs' give birth to peace in Afghanistan?,"It is shocking to see the US army using the 10,000 kg behemoth, costing $16 million apiece, to kill 100 guys holed-up in caves in distant Afghanistan.",politics
12849,One year of failed Turkey coup: What is wrong with Turkish politics,"Since July 15, 2016, the rule of law in the country has degraded at an alarming speed.",politics
12850,What Apple can learn from Samsung,"With the Gear S2, the South Korean conglomerate has a few lessons to offer on smartwatch design.",tech
12851,Rajnath Singh: Whose home is it anyway?,,humour
12852,"Good Indian culture: We like foreigners, just not with Goddess tattoos",Coming full circle in the unprovoked attack on the Australian couple is the awe of white skin turned on its head.,politics
12853,How the odds in Delhi’s pollution woes can be evened out,"Pollution has finally become a part of national capital's shared narrative, which so far was only obsessed with chronic politics.",politics
12854,How to seduce your client. Thanks and regards,The writer wishes to remain anonymous for obvious reasons.,humour
12855,"Deep within, Dhoni is much like Virat Kohli",The Indian ODI-T20 skipper's decision to finally do away with his habit of being politically correct is a welcome sign.,sports
